,id,label
365,365,benign
366,366,malicious
367,367,benign
368,368,benign
369,369,benign
370,370,malicious
371,371,malicious
372,372,malicious
373,373,benign
374,374,benign
375,375,malicious
376,376,malicious
377,377,benign
378,378,malicious
379,379,benign
380,380,benign
381,381,benign
382,382,malicious
383,383,benign
384,384,benign
385,385,benign
386,386,malicious
387,387,malicious
388,388,benign
389,389,malicious
390,390,benign
391,391,malicious
392,392,benign
393,393,malicious
394,394,malicious
395,395,benign
396,396,malicious
397,397,malicious
398,398,benign
399,399,benign
400,400,benign
401,401,benign
402,402,benign
403,403,benign
404,404,malicious
405,405,benign
406,406,benign
407,407,benign
408,408,benign
409,409,benign
410,410,benign
411,411,malicious
412,412,benign
413,413,malicious
414,414,malicious
415,415,benign
416,416,benign
417,417,benign
418,418,malicious
419,419,malicious
420,420,benign
421,421,benign
422,422,benign
423,423,malicious
424,424,benign
425,425,benign
426,426,benign
427,427,benign
428,428,benign
429,429,benign
430,430,benign
431,431,malicious
432,432,benign
433,433,malicious
434,434,benign
435,435,benign
436,436,malicious
437,437,malicious
438,438,benign
439,439,malicious
440,440,malicious
441,441,benign
442,442,malicious
443,443,malicious
444,444,malicious
445,445,malicious
446,446,malicious
447,447,malicious
448,448,malicious
449,449,malicious
450,450,malicious
451,451,benign
452,452,benign
453,453,benign
454,454,malicious
455,455,malicious
456,456,benign
457,457,benign
458,458,benign
459,459,benign
460,460,malicious
461,461,malicious
462,462,benign
463,463,benign
464,464,benign
465,465,benign
466,466,malicious
467,467,benign
468,468,benign
469,469,malicious
470,470,malicious
471,471,benign
472,472,malicious
473,473,benign
474,474,benign
475,475,malicious
476,476,malicious
477,477,benign
478,478,benign
479,479,benign
480,480,malicious
481,481,malicious
482,482,malicious
483,483,malicious
484,484,malicious
485,485,benign
486,486,benign
487,487,benign
488,488,benign
489,489,malicious
490,490,benign
491,491,benign
492,492,malicious
493,493,benign
494,494,benign
495,495,malicious
496,496,malicious
497,497,benign
498,498,benign
499,499,benign
500,500,malicious
501,501,benign
502,502,benign
503,503,benign
504,504,benign
505,505,malicious
506,506,benign
507,507,benign
508,508,benign
509,509,malicious
510,510,benign
511,511,malicious
512,512,malicious
513,513,benign
514,514,benign
515,515,benign
516,516,malicious
517,517,benign
518,518,malicious
519,519,malicious
520,520,malicious
521,521,malicious
522,522,benign
523,523,malicious
524,524,malicious
525,525,benign
526,526,malicious
527,527,malicious
528,528,malicious
529,529,benign
530,530,malicious
531,531,benign
532,532,benign
533,533,benign
534,534,malicious
535,535,benign
536,536,malicious
537,537,malicious
538,538,malicious
539,539,malicious
540,540,malicious
541,541,benign
542,542,malicious
543,543,malicious
544,544,benign
545,545,benign
546,546,malicious
547,547,benign
548,548,benign
549,549,benign
550,550,benign
551,551,benign
552,552,malicious
553,553,benign
554,554,benign
555,555,malicious
556,556,malicious
557,557,malicious
558,558,benign
559,559,malicious
560,560,malicious
561,561,malicious
562,562,benign
563,563,malicious
564,564,benign
565,565,malicious
566,566,benign
567,567,malicious
568,568,benign
569,569,malicious
570,570,malicious
571,571,malicious
572,572,benign
573,573,malicious
574,574,malicious
575,575,benign
576,576,benign
577,577,benign
578,578,malicious
579,579,benign
580,580,malicious
581,581,malicious
582,582,malicious
583,583,benign
584,584,malicious
585,585,malicious
586,586,benign
587,587,benign
588,588,benign
589,589,benign
590,590,benign
591,591,malicious
592,592,benign
593,593,benign
594,594,benign
595,595,benign
596,596,malicious
597,597,malicious
598,598,benign
599,599,benign
600,600,malicious
601,601,benign
602,602,malicious
603,603,benign
604,604,benign
605,605,benign
606,606,benign
607,607,benign
608,608,malicious
609,609,malicious
610,610,benign
611,611,malicious
612,612,malicious
613,613,benign
614,614,malicious
615,615,benign
616,616,malicious
617,617,malicious
618,618,benign
619,619,malicious
620,620,benign
621,621,malicious
622,622,benign
623,623,malicious
624,624,benign
625,625,malicious
626,626,malicious
627,627,benign
628,628,benign
629,629,benign
630,630,benign
631,631,malicious
632,632,benign
633,633,malicious
634,634,benign
635,635,malicious
636,636,malicious
637,637,malicious
638,638,malicious
639,639,malicious
640,640,malicious
641,641,benign
642,642,malicious
643,643,malicious
644,644,benign
645,645,benign
646,646,malicious
647,647,benign
648,648,malicious
649,649,benign
650,650,benign
651,651,malicious
652,652,benign
653,653,malicious
654,654,benign
655,655,benign
656,656,benign
657,657,benign
658,658,benign
659,659,malicious
660,660,malicious
661,661,benign
662,662,malicious
663,663,benign
664,664,malicious
665,665,benign
666,666,malicious
667,667,malicious
668,668,benign
669,669,malicious
670,670,benign
671,671,malicious
672,672,malicious
673,673,benign
674,674,malicious
675,675,malicious
676,676,benign
677,677,malicious
678,678,malicious
679,679,benign
680,680,malicious
681,681,benign
682,682,malicious
683,683,benign
684,684,benign
685,685,malicious
686,686,malicious
687,687,benign
688,688,benign
689,689,benign
690,690,malicious
691,691,malicious
692,692,benign
693,693,benign
694,694,benign
695,695,malicious
696,696,malicious
697,697,benign
698,698,malicious
699,699,benign
700,700,benign
701,701,malicious
702,702,benign
703,703,benign
704,704,benign
705,705,benign
706,706,malicious
707,707,malicious
708,708,malicious
709,709,malicious
710,710,malicious
711,711,benign
712,712,malicious
713,713,malicious
714,714,benign
715,715,benign
716,716,malicious
717,717,malicious
718,718,malicious
719,719,malicious
720,720,benign
721,721,malicious
722,722,malicious
723,723,benign
724,724,malicious
725,725,malicious
726,726,benign
727,727,malicious
728,728,benign
729,729,malicious
730,730,malicious
731,731,benign
732,732,malicious
733,733,benign
734,734,malicious
735,735,benign
736,736,benign
737,737,benign
738,738,benign
739,739,malicious
740,740,benign
741,741,malicious
742,742,malicious
743,743,benign
744,744,malicious
745,745,benign
746,746,benign
747,747,malicious
748,748,benign
749,749,benign
750,750,benign
751,751,benign
752,752,benign
753,753,benign
754,754,malicious
755,755,malicious
756,756,benign
757,757,malicious
758,758,benign
759,759,malicious
760,760,benign
761,761,malicious
762,762,benign
763,763,malicious
764,764,malicious
765,765,benign
766,766,malicious
767,767,benign
768,768,malicious
769,769,benign
770,770,malicious
771,771,malicious
772,772,malicious
773,773,benign
774,774,malicious
775,775,malicious
776,776,malicious
777,777,malicious
778,778,malicious
779,779,malicious
780,780,benign
781,781,malicious
782,782,malicious
783,783,malicious
784,784,malicious
785,785,malicious
786,786,benign
787,787,malicious
788,788,benign
789,789,malicious
790,790,benign
791,791,malicious
792,792,benign
793,793,malicious
794,794,malicious
795,795,benign
796,796,malicious
797,797,malicious
798,798,malicious
799,799,malicious
800,800,benign
801,801,benign
802,802,benign
803,803,benign
804,804,malicious
805,805,benign
806,806,malicious
807,807,benign
808,808,malicious
809,809,benign
810,810,benign
811,811,benign
812,812,malicious
813,813,malicious
814,814,benign
815,815,benign
816,816,malicious
817,817,malicious
818,818,benign
819,819,benign
820,820,benign
821,821,malicious
822,822,benign
823,823,malicious
824,824,benign
825,825,malicious
826,826,malicious
827,827,malicious
828,828,malicious
829,829,malicious
830,830,malicious
831,831,malicious
832,832,malicious
833,833,benign
834,834,benign
835,835,malicious
836,836,malicious
837,837,benign
838,838,malicious
839,839,malicious
840,840,benign
841,841,malicious
842,842,benign
843,843,benign
844,844,malicious
845,845,benign
846,846,malicious
847,847,malicious
848,848,malicious
849,849,benign
850,850,benign
851,851,malicious
852,852,malicious
853,853,malicious
854,854,malicious
855,855,benign
856,856,malicious
857,857,benign
858,858,benign
859,859,malicious
860,860,malicious
861,861,malicious
862,862,benign
863,863,benign
864,864,malicious
865,865,benign
866,866,benign
867,867,malicious
868,868,malicious
869,869,benign
870,870,benign
871,871,malicious
872,872,malicious
873,873,malicious
874,874,benign
875,875,benign
876,876,malicious
877,877,benign
878,878,benign
879,879,benign
880,880,malicious
881,881,benign
882,882,benign
883,883,malicious
884,884,malicious
885,885,malicious
886,886,benign
887,887,malicious
888,888,benign
889,889,benign
890,890,malicious
891,891,benign
892,892,benign
893,893,benign
894,894,benign
895,895,malicious
896,896,benign
897,897,benign
898,898,benign
899,899,benign
900,900,malicious
901,901,malicious
902,902,malicious
903,903,benign
904,904,benign
905,905,benign
906,906,malicious
907,907,malicious
908,908,malicious
909,909,malicious
910,910,benign
911,911,benign
912,912,malicious
913,913,malicious
914,914,benign
915,915,malicious
916,916,malicious
917,917,malicious
918,918,malicious
919,919,benign
920,920,benign
921,921,malicious
922,922,benign
923,923,benign
924,924,benign
925,925,benign
926,926,malicious
927,927,malicious
928,928,malicious
929,929,malicious
930,930,malicious
931,931,benign
932,932,benign
933,933,malicious
934,934,benign
935,935,malicious
936,936,malicious
937,937,benign
938,938,benign
939,939,malicious
940,940,malicious
941,941,benign
942,942,benign
943,943,malicious
944,944,malicious
945,945,benign
946,946,benign
947,947,malicious
948,948,benign
949,949,malicious
950,950,benign
951,951,benign
952,952,malicious
953,953,benign
954,954,malicious
955,955,benign
956,956,benign
957,957,malicious
958,958,benign
959,959,benign
960,960,benign
961,961,benign
962,962,benign
963,963,benign
964,964,malicious
965,965,benign
966,966,benign
967,967,malicious
968,968,benign
969,969,benign
970,970,malicious
971,971,benign
972,972,benign
973,973,benign
974,974,benign
975,975,malicious
976,976,malicious
977,977,benign
978,978,benign
979,979,malicious
980,980,benign
981,981,malicious
982,982,benign
983,983,malicious
984,984,benign
985,985,malicious
986,986,benign
987,987,malicious
988,988,malicious
989,989,malicious
990,990,benign
991,991,benign
992,992,benign
993,993,malicious
994,994,benign
995,995,malicious
996,996,benign
997,997,malicious
998,998,benign
999,999,benign
1000,1000,benign
1001,1001,malicious
1002,1002,malicious
1003,1003,benign
1004,1004,malicious
1005,1005,malicious
1006,1006,benign
1007,1007,malicious
1008,1008,benign
1009,1009,malicious
1010,1010,malicious
1011,1011,malicious
1012,1012,malicious
1013,1013,malicious
1014,1014,benign
1015,1015,malicious
1016,1016,benign
1017,1017,malicious
1018,1018,benign
1019,1019,malicious
1020,1020,benign
1021,1021,benign
1022,1022,malicious
1023,1023,benign
1024,1024,malicious
1025,1025,benign
1026,1026,benign
1027,1027,benign
1028,1028,benign
1029,1029,malicious
1030,1030,benign
1031,1031,malicious
1032,1032,benign
1033,1033,malicious
1034,1034,benign
1035,1035,malicious
1036,1036,malicious
1037,1037,benign
1038,1038,benign
1039,1039,benign
1040,1040,malicious
1041,1041,malicious
1042,1042,benign
1043,1043,benign
1044,1044,benign
1045,1045,benign
1046,1046,benign
1047,1047,malicious
1048,1048,benign
1049,1049,benign
1050,1050,malicious
1051,1051,malicious
1052,1052,malicious
1053,1053,benign
1054,1054,benign
1055,1055,benign
1056,1056,malicious
1057,1057,benign
1058,1058,malicious
1059,1059,malicious
1060,1060,benign
1061,1061,malicious
1062,1062,benign
1063,1063,malicious
1064,1064,benign
1065,1065,benign
1066,1066,benign
1067,1067,benign
1068,1068,benign
1069,1069,malicious
1070,1070,benign
1071,1071,malicious
1072,1072,benign
1073,1073,malicious
1074,1074,benign
1075,1075,malicious
1076,1076,malicious
1077,1077,benign
1078,1078,malicious
1079,1079,malicious
1080,1080,benign
1081,1081,malicious
1082,1082,malicious
1083,1083,malicious
1084,1084,malicious
1085,1085,benign
1086,1086,malicious
1087,1087,benign
1088,1088,benign
1089,1089,malicious
1090,1090,malicious
1091,1091,benign
1092,1092,malicious
1093,1093,malicious
1094,1094,malicious
1095,1095,malicious
1096,1096,malicious
1097,1097,benign
1098,1098,malicious
1099,1099,benign
1100,1100,benign
1101,1101,malicious
1102,1102,benign
1103,1103,malicious
1104,1104,benign
1105,1105,malicious
1106,1106,benign
1107,1107,malicious
1108,1108,malicious
1109,1109,benign
1110,1110,benign
1111,1111,malicious
1112,1112,malicious
1113,1113,benign
1114,1114,benign
1115,1115,benign
1116,1116,benign
1117,1117,benign
1118,1118,benign
1119,1119,benign
1120,1120,benign
1121,1121,benign
1122,1122,malicious
1123,1123,benign
1124,1124,malicious
1125,1125,malicious
1126,1126,benign
1127,1127,malicious
1128,1128,benign
1129,1129,malicious
1130,1130,malicious
1131,1131,malicious
1132,1132,malicious
1133,1133,benign
1134,1134,malicious
1135,1135,benign
1136,1136,benign
1137,1137,malicious
1138,1138,malicious
1139,1139,malicious
1140,1140,benign
1141,1141,benign
1142,1142,benign
1143,1143,benign
1144,1144,malicious
1145,1145,benign
1146,1146,malicious
1147,1147,malicious
1148,1148,malicious
1149,1149,benign
1150,1150,benign
1151,1151,malicious
1152,1152,malicious
1153,1153,benign
1154,1154,malicious
1155,1155,malicious
1156,1156,benign
1157,1157,malicious
1158,1158,malicious
1159,1159,benign
1160,1160,malicious
1161,1161,benign
1162,1162,benign
1163,1163,benign
1164,1164,malicious
1165,1165,malicious
1166,1166,malicious
1167,1167,malicious
1168,1168,malicious
1169,1169,benign
1170,1170,benign
1171,1171,benign
1172,1172,benign
1173,1173,benign
1174,1174,benign
1175,1175,malicious
1176,1176,benign
1177,1177,malicious
1178,1178,malicious
1179,1179,malicious
1180,1180,malicious
1181,1181,malicious
1182,1182,malicious
1183,1183,benign
1184,1184,benign
1185,1185,malicious
1186,1186,benign
1187,1187,benign
1188,1188,benign
1189,1189,malicious
1190,1190,benign
1191,1191,malicious
1192,1192,malicious
1193,1193,malicious
1194,1194,benign
1195,1195,malicious
1196,1196,benign
1197,1197,benign
1198,1198,malicious
1199,1199,malicious
1200,1200,malicious
1201,1201,benign
1202,1202,benign
1203,1203,malicious
1204,1204,malicious
1205,1205,benign
1206,1206,malicious
1207,1207,benign
1208,1208,benign
1209,1209,benign
1210,1210,malicious
1211,1211,malicious
1212,1212,benign
1213,1213,benign
1214,1214,malicious
1215,1215,malicious
1216,1216,benign
1217,1217,benign
1218,1218,benign
1219,1219,malicious
1220,1220,benign
1221,1221,benign
1222,1222,malicious
1223,1223,malicious
1224,1224,malicious
1225,1225,benign
1226,1226,benign
1227,1227,malicious
1228,1228,benign
1229,1229,malicious
1230,1230,benign
1231,1231,malicious
1232,1232,malicious
1233,1233,benign
1234,1234,malicious
1235,1235,malicious
1236,1236,malicious
1237,1237,malicious
1238,1238,benign
1239,1239,benign
1240,1240,benign
1241,1241,malicious
1242,1242,malicious
1243,1243,malicious
1244,1244,benign
1245,1245,malicious
1246,1246,benign
1247,1247,malicious
1248,1248,benign
1249,1249,malicious
1250,1250,malicious
1251,1251,malicious
1252,1252,benign
1253,1253,benign
1254,1254,benign
1255,1255,benign
1256,1256,malicious
1257,1257,malicious
1258,1258,malicious
1259,1259,benign
1260,1260,benign
1261,1261,benign
1262,1262,malicious
1263,1263,malicious
1264,1264,malicious
1265,1265,malicious
1266,1266,benign
1267,1267,malicious
1268,1268,benign
1269,1269,malicious
1270,1270,benign
1271,1271,benign
1272,1272,malicious
1273,1273,malicious
1274,1274,malicious
1275,1275,benign
1276,1276,benign
1277,1277,malicious
1278,1278,malicious
1279,1279,malicious
1280,1280,benign
1281,1281,benign
1282,1282,benign
1283,1283,malicious
1284,1284,malicious
1285,1285,benign
1286,1286,benign
1287,1287,benign
1288,1288,benign
1289,1289,malicious
1290,1290,malicious
1291,1291,malicious
1292,1292,benign
1293,1293,benign
1294,1294,malicious
1295,1295,benign
1296,1296,malicious
1297,1297,malicious
1298,1298,malicious
1299,1299,malicious
1300,1300,malicious
1301,1301,malicious
1302,1302,benign
1303,1303,benign
1304,1304,benign
1305,1305,malicious
1306,1306,benign
1307,1307,malicious
1308,1308,malicious
1309,1309,benign
1310,1310,malicious
1311,1311,benign
1312,1312,benign
1313,1313,malicious
1314,1314,malicious
1315,1315,benign
1316,1316,malicious
1317,1317,benign
1318,1318,malicious
1319,1319,malicious
1320,1320,benign
1321,1321,malicious
1322,1322,benign
1323,1323,malicious
1324,1324,malicious
1325,1325,malicious
1326,1326,malicious
1327,1327,malicious
1328,1328,malicious
1329,1329,malicious
1330,1330,malicious
1331,1331,benign
1332,1332,malicious
1333,1333,benign
1334,1334,benign
1335,1335,benign
1336,1336,benign
1337,1337,benign
1338,1338,malicious
1339,1339,benign
1340,1340,benign
1341,1341,malicious
1342,1342,malicious
1343,1343,malicious
1344,1344,malicious
1345,1345,malicious
1346,1346,benign
1347,1347,malicious
1348,1348,benign
1349,1349,malicious
1350,1350,benign
1351,1351,malicious
1352,1352,malicious
1353,1353,malicious
1354,1354,benign
1355,1355,benign
1356,1356,benign
1357,1357,benign
1358,1358,malicious
1359,1359,benign
1360,1360,malicious
1361,1361,benign
1362,1362,malicious
1363,1363,benign
1364,1364,malicious
1365,1365,benign
1366,1366,benign
1367,1367,malicious
1368,1368,malicious
1369,1369,benign
1370,1370,benign
1371,1371,benign
1372,1372,benign
1373,1373,benign
1374,1374,malicious
1375,1375,malicious
1376,1376,malicious
1377,1377,malicious
1378,1378,malicious
1379,1379,benign
1380,1380,malicious
1381,1381,benign
1382,1382,malicious
1383,1383,malicious
1384,1384,benign
1385,1385,malicious
1386,1386,malicious
1387,1387,malicious
1388,1388,benign
1389,1389,malicious
1390,1390,benign
1391,1391,malicious
1392,1392,malicious
1393,1393,malicious
1394,1394,benign
1395,1395,malicious
1396,1396,malicious
1397,1397,malicious
1398,1398,benign
1399,1399,malicious
1400,1400,benign
1401,1401,malicious
1402,1402,benign
1403,1403,malicious
1404,1404,benign
1405,1405,benign
1406,1406,benign
1407,1407,malicious
1408,1408,benign
1409,1409,benign
1410,1410,benign
1411,1411,malicious
1412,1412,malicious
1413,1413,benign
1414,1414,benign
1415,1415,benign
1416,1416,benign
1417,1417,malicious
1418,1418,benign
1419,1419,benign
1420,1420,benign
1421,1421,benign
1422,1422,benign
1423,1423,benign
1424,1424,benign
1425,1425,malicious
1426,1426,benign
1427,1427,malicious
1428,1428,malicious
1429,1429,malicious
1430,1430,malicious
1431,1431,benign
1432,1432,benign
1433,1433,malicious
1434,1434,benign
1435,1435,malicious
1436,1436,benign
1437,1437,benign
1438,1438,malicious
1439,1439,benign
1440,1440,malicious
1441,1441,malicious
1442,1442,malicious
1443,1443,malicious
1444,1444,benign
1445,1445,benign
1446,1446,malicious
1447,1447,benign
1448,1448,benign
1449,1449,malicious
1450,1450,benign
1451,1451,benign
1452,1452,benign
1453,1453,malicious
1454,1454,benign
1455,1455,malicious
1456,1456,benign
1457,1457,malicious
1458,1458,benign
1459,1459,malicious
1460,1460,malicious
1461,1461,benign
1462,1462,malicious
1463,1463,benign
1464,1464,malicious
1465,1465,benign
1466,1466,malicious
1467,1467,benign
1468,1468,benign
1469,1469,benign
1470,1470,benign
1471,1471,malicious
1472,1472,benign
1473,1473,benign
1474,1474,benign
1475,1475,benign
1476,1476,malicious
1477,1477,malicious
1478,1478,benign
1479,1479,benign
1480,1480,benign
1481,1481,benign
1482,1482,benign
1483,1483,benign
1484,1484,benign
1485,1485,benign
1486,1486,benign
1487,1487,benign
1488,1488,malicious
1489,1489,malicious
1490,1490,malicious
1491,1491,benign
1492,1492,benign
1493,1493,malicious
1494,1494,benign
1495,1495,malicious
1496,1496,malicious
1497,1497,benign
1498,1498,malicious
1499,1499,benign
1500,1500,malicious
1501,1501,benign
1502,1502,malicious
1503,1503,malicious
1504,1504,malicious
1505,1505,benign
1506,1506,benign
1507,1507,benign
1508,1508,malicious
1509,1509,malicious
1510,1510,malicious
1511,1511,benign
1512,1512,malicious
1513,1513,malicious
1514,1514,malicious
1515,1515,malicious
1516,1516,malicious
1517,1517,benign
1518,1518,malicious
1519,1519,malicious
1520,1520,malicious
1521,1521,benign
1522,1522,benign
1523,1523,benign
1524,1524,malicious
1525,1525,malicious
1526,1526,malicious
1527,1527,malicious
1528,1528,benign
1529,1529,malicious
1530,1530,benign
1531,1531,malicious
1532,1532,benign
1533,1533,benign
1534,1534,benign
1535,1535,malicious
1536,1536,malicious
1537,1537,benign
1538,1538,malicious
1539,1539,benign
1540,1540,benign
1541,1541,malicious
1542,1542,malicious
1543,1543,malicious
1544,1544,benign
1545,1545,benign
1546,1546,benign
1547,1547,benign
1548,1548,benign
1549,1549,malicious
1550,1550,benign
1551,1551,benign
1552,1552,benign
1553,1553,malicious
1554,1554,benign
1555,1555,malicious
1556,1556,malicious
1557,1557,malicious
1558,1558,benign
1559,1559,benign
1560,1560,malicious
1561,1561,malicious
1562,1562,benign
1563,1563,benign
1564,1564,benign
1565,1565,benign
1566,1566,malicious
1567,1567,benign
1568,1568,malicious
1569,1569,benign
1570,1570,benign
1571,1571,benign
1572,1572,benign
1573,1573,malicious
1574,1574,malicious
1575,1575,malicious
1576,1576,benign
1577,1577,benign
1578,1578,malicious
1579,1579,malicious
1580,1580,benign
1581,1581,benign
1582,1582,benign
1583,1583,malicious
1584,1584,benign
1585,1585,malicious
1586,1586,malicious
1587,1587,malicious
1588,1588,benign
1589,1589,malicious
1590,1590,benign
1591,1591,benign
1592,1592,benign
1593,1593,benign
1594,1594,malicious
1595,1595,malicious
1596,1596,benign
1597,1597,benign
1598,1598,malicious
1599,1599,malicious
1600,1600,benign
1601,1601,malicious
1602,1602,malicious
1603,1603,benign
1604,1604,benign
1605,1605,benign
1606,1606,benign
1607,1607,benign
1608,1608,malicious
1609,1609,benign
1610,1610,benign
1611,1611,benign
1612,1612,benign
1613,1613,benign
1614,1614,malicious
1615,1615,malicious
1616,1616,malicious
1617,1617,malicious
1618,1618,benign
1619,1619,benign
1620,1620,malicious
1621,1621,benign
1622,1622,benign
1623,1623,malicious
1624,1624,malicious
1625,1625,benign
1626,1626,malicious
1627,1627,malicious
1628,1628,malicious
1629,1629,malicious
1630,1630,benign
1631,1631,malicious
1632,1632,benign
1633,1633,benign
1634,1634,benign
1635,1635,benign
1636,1636,benign
1637,1637,malicious
1638,1638,malicious
1639,1639,benign
1640,1640,malicious
1641,1641,malicious
1642,1642,malicious
1643,1643,malicious
1644,1644,malicious
1645,1645,benign
1646,1646,malicious
1647,1647,malicious
1648,1648,malicious
1649,1649,malicious
1650,1650,malicious
1651,1651,malicious
1652,1652,malicious
1653,1653,benign
1654,1654,malicious
1655,1655,malicious
1656,1656,malicious
1657,1657,malicious
1658,1658,benign
1659,1659,malicious
1660,1660,benign
1661,1661,benign
1662,1662,benign
1663,1663,malicious
1664,1664,benign
1665,1665,malicious
1666,1666,benign
1667,1667,malicious
1668,1668,malicious
1669,1669,benign
1670,1670,malicious
1671,1671,benign
1672,1672,malicious
1673,1673,malicious
1674,1674,malicious
1675,1675,malicious
1676,1676,malicious
1677,1677,malicious
1678,1678,malicious
1679,1679,benign
1680,1680,malicious
1681,1681,malicious
1682,1682,malicious
1683,1683,malicious
